corpus,row,model,label,position
hope,108,Claude,VAC,0.114950634696756
hope,108,Claude,DIR,0.153737658674189
hope,108,Claude,VAC,0.18406205923836388
hope,108,Claude,VAC,0.31029619181946405
hope,108,Claude,TEN,0.35613540197461213
hope,108,Claude,DIR,0.4315937940761636
hope,108,Claude,DIR,0.4513399153737659
hope,108,Claude,DIR,0.5648801128349789
hope,108,Claude,DIR,0.610719322990127
hope,108,Claude,DIR,0.656558533145275
hope,108,Claude,DIR,0.688293370944993
hope,108,Claude,DIR,0.7059238363892807
hope,108,Claude,TSH,0.7856135401974612
hope,108,Claude,DIR,0.8124118476727785
hope,108,Claude,DIR,0.8674188998589563
hope,108,Claude,QCL,0.8949224259520452
hope,108,Claude,DIR,0.9358251057827927
hope,108,Claude,DIR,0.9682651622002821
hope,108,Claude,QOP,0.9866008462623413
carebench,132,Llama,NAC,0.0
carebench,132,Llama,DIR,0.1189146049481245
carebench,132,Llama,FIX,0.1189146049481245
carebench,132,Llama,NAC,0.18675179569034317
carebench,132,Llama,NAC,0.3304070231444533
carebench,132,Llama,DIR,0.4389465283320032
carebench,132,Llama,FIX,0.4389465283320032
carebench,132,Llama,DIR,0.5466879489225858
carebench,132,Llama,FIX,0.5466879489225858
carebench,37,Claude,TSH,0.0
carebench,37,Claude,DIR,0.0
carebench,37,Claude,SAC,0.11282740094022835
carebench,37,Claude,DIR,0.15715245130960376
carebench,37,Claude,SEN,0.20147750167897918
carebench,37,Claude,AUR,0.23304231027535258
carebench,37,Claude,TSH,0.35124244459368703
carebench,37,Claude,TEN,0.4633982538616521
carebench,37,Claude,DIR,0.5130960376091337
carebench,37,Claude,AUR,0.5359301544660846
carebench,37,Claude,DIR,0.5970449966420417
carebench,37,Claude,ASAC,0.6877098723975823
carebench,37,Claude,QOP,0.7629281396910679
carebench,37,Claude,SAC,0.9348556077904634
carebench,37,Claude,DIR,0.9583613163196776
carebench,289,Gemini,DIR,0.02304426925409339
carebench,289,Gemini,DIR,0.05821710127349909
carebench,289,Gemini,AUR,0.09824135839902971
carebench,289,Gemini,LMT,0.11946634323832626
carebench,289,Gemini,LMT,0.17101273499090358
carebench,289,Gemini,DIR,0.26743480897513644
carebench,289,Gemini,VAC,0.30927835051546393
carebench,289,Gemini,FIX,0.3638568829593693
carebench,289,Gemini,TSH,0.41904184354154034
carebench,289,Gemini,DIR,0.4572468162522741
carebench,289,Gemini,DIR,0.48696179502728926
carebench,289,Gemini,DIR,0.5518496058217102
carebench,289,Gemini,DIR,0.6379624014554275
carebench,289,Gemini,DIR,0.7034566403881141
carebench,289,Gemini,DIR,0.7616737416616131
carebench,289,Gemini,TSH,0.84232868405094
carebench,289,Gemini,DIR,0.8671922377198302
carebench,111,Human,VAC,0.0
carebench,111,Human,TEN,0.14761904761904762
carebench,111,Human,QCL,0.9333333333333333
carebench,192,Qwen,VAC,0.0
carebench,192,Qwen,NAC,0.08658008658008658
carebench,192,Qwen,AUR,0.17893217893217894
carebench,192,Qwen,DIR,0.2474747474747475
carebench,192,Qwen,VAC,0.46176046176046176
carebench,192,Qwen,NAC,0.49783549783549785
carebench,192,Qwen,AUR,0.5966810966810967
carebench,192,Qwen,SAC,0.7366522366522367
carebench,192,Qwen,DIR,0.8607503607503607
carebench,192,Qwen,SAC,0.9401154401154401
pair,36,Human,TEN,0.0
pair,36,Human,DIR,0.0
pair,36,Human,FIX,0.0
pair,36,Human,RECT,0.0
pair,36,Human,TSH,0.0
pair,36,Human,LMT,0.17010309278350516
pair,36,Human,LMT,0.8144329896907216
pair,36,Human,LMT,0.9432989690721649
pair,36,Human,VAC,0.5979381443298969
pair,36,Human,ASAC,0.0
hope,193,Qwen,DIR,0.0
hope,193,Qwen,AUR,0.07846320346320346
hope,193,Qwen,DIR,0.07846320346320346
hope,193,Qwen,FIX,0.21482683982683984
hope,193,Qwen,DIR,0.3273809523809524
hope,193,Qwen,DIR,0.42153679653679654
hope,193,Qwen,AUR,0.461038961038961
hope,193,Qwen,DIR,0.5562770562770563
hope,193,Qwen,AUR,0.6363636363636364
hope,193,Qwen,DIR,0.7927489177489178
hope,193,Qwen,DIR,0.8225108225108225
hope,193,Qwen,AUR,0.926948051948052
hope,193,Qwen,DIR,0.926948051948052
hope,270,Gemini,VAC,0.0
hope,270,Gemini,LMT,0.010050251256281407
hope,270,Gemini,NAC,0.04594400574300072
hope,270,Gemini,TEN,0.13352476669059585
hope,270,Gemini,AUR,0.13352476669059585
hope,270,Gemini,NAC,0.1974156496769562
hope,270,Gemini,LMT,0.2139267767408471
hope,270,Gemini,NAC,0.3295046661880833
hope,270,Gemini,AUR,0.34960516870064606
hope,270,Gemini,NAC,0.48169418521177315
hope,270,Gemini,TSH,0.5175879396984925
hope,270,Gemini,QCL,0.6022972002871501
hope,270,Gemini,QCL,0.6202440775305097
hope,270,Gemini,QCL,0.7049533381191673
hope,270,Gemini,QCL,0.7279253409906676
hope,270,Gemini,QCL,0.7961234745154343
hope,270,Gemini,NAC,0.8205312275664034
hope,270,Gemini,DIR,0.8930366116295765
hope,270,Gemini,RECT,0.9655419956927495
pair,13,Qwen,TEN,0.0
pair,13,Qwen,NAC,0.0
pair,13,Qwen,AUR,0.10925644916540213
pair,13,Qwen,VAC,0.10925644916540213
pair,13,Qwen,LMT,0.17223065250379363
pair,13,Qwen,AUR,0.23823975720789076
pair,13,Qwen,NAC,0.23823975720789076
pair,13,Qwen,VAC,0.38163884673748105
pair,13,Qwen,AUR,0.38163884673748105
pair,13,Qwen,DIR,0.5007587253414264
pair,13,Qwen,ASAC,0.5007587253414264
pair,13,Qwen,RECT,0.5546282245827011
pair,13,Qwen,DIR,0.5546282245827011
pair,13,Qwen,ASAC,0.6320182094081942
pair,13,Qwen,SAC,0.7094081942336874
pair,13,Qwen,VAC,0.7094081942336874
pair,13,Qwen,DIR,0.7640364188163885
pair,13,Qwen,SAC,0.7640364188163885
pair,13,Qwen,QOP,0.8512898330804249
pair,13,Qwen,QOP,0.9256449165402124
carebench,166,Qwen,VAC,0.0
carebench,166,Qwen,NAC,0.044596912521440824
carebench,166,Qwen,AUR,0.12464265294453973
carebench,166,Qwen,SAC,0.19611206403659234
carebench,166,Qwen,VAC,0.24928530588907946
carebench,166,Qwen,NAC,0.30874785591766724
carebench,166,Qwen,DIR,0.3956546598056032
carebench,166,Qwen,TSH,0.4482561463693539
carebench,166,Qwen,VAC,0.5094339622641509
carebench,166,Qwen,AUR,0.5648942252715837
carebench,166,Qwen,AUR,0.6020583190394511
carebench,166,Qwen,AUR,0.6432246998284734
carebench,166,Qwen,AUR,0.6941109205260149
carebench,166,Qwen,TSH,0.7324185248713551
carebench,166,Qwen,AUR,0.7541452258433391
carebench,166,Qwen,AUR,0.7844482561463694
carebench,166,Qwen,AUR,0.8490566037735849
carebench,166,Qwen,AUR,0.9125214408233276
hope,131,Llama,VAC,0.0
hope,131,Llama,TEN,0.0
hope,131,Llama,VAC,0.13797169811320756
hope,131,Llama,VAC,0.24056603773584906
hope,131,Llama,RECT,0.36792452830188677
hope,131,Llama,TEN,0.36792452830188677
hope,131,Llama,DIR,0.36792452830188677
hope,131,Llama,RECT,0.43514150943396224
hope,131,Llama,NAC,0.5212264150943396
hope,131,Llama,RECT,0.6485849056603774
hope,131,Llama,TEN,0.6485849056603774
hope,131,Llama,DIR,0.6485849056603774
hope,131,Llama,RECT,0.7193396226415094
hope,131,Llama,DIR,0.7193396226415094
hope,131,Llama,RECT,0.8160377358490566
hope,131,Llama,SAC,0.8808962264150944
hope,94,Llama,VAC,0.0
hope,94,Llama,NAC,0.0
hope,94,Llama,AUR,0.26956521739130435
hope,94,Llama,VAC,0.26956521739130435
hope,94,Llama,ASAC,0.5026086956521739
hope,94,Llama,RECT,0.6243478260869565
hope,94,Llama,DIR,0.6243478260869565
hope,94,Llama,RECT,0.8191304347826087
hope,94,Llama,DIR,0.8191304347826087
carebench,44,Qwen,VAC,0.0
carebench,44,Qwen,NAC,0.06143943826799298
carebench,44,Qwen,DIR,0.17144528964306613
carebench,44,Qwen,DIR,0.22176711527208895
carebench,44,Qwen,RECT,0.29081334113516677
carebench,44,Qwen,NAC,0.44880046811000585
carebench,44,Qwen,RECT,0.56173200702165
carebench,44,Qwen,DIR,0.6313633703920422
carebench,44,Qwen,ASAC,0.7062609713282622
carebench,44,Qwen,DIR,0.9315389116442364
carebench,44,Qwen,NAC,0.9643066120538326
hope,132,GPT,AUR,0.0
hope,132,GPT,DIR,0.0
hope,132,GPT,NAC,0.043235704323570434
hope,132,GPT,DIR,0.043235704323570434
hope,132,GPT,AUR,0.1297071129707113
hope,132,GPT,DIR,0.1297071129707113
hope,132,GPT,NAC,0.16457461645746166
hope,132,GPT,SAC,0.16457461645746166
hope,132,GPT,NAC,0.24407252440725244
hope,132,GPT,DIR,0.301952580195258
hope,132,GPT,RECT,0.3368200836820084
hope,132,GPT,DIR,0.3368200836820084
hope,132,GPT,NAC,0.44630404463040446
hope,132,GPT,ASAC,0.5292887029288703
hope,132,GPT,SAC,0.5760111576011158
hope,132,GPT,LMT,0.5760111576011158
hope,132,GPT,SEN,0.6520223152022315
hope,132,GPT,DIR,0.6520223152022315
hope,132,GPT,RECT,0.7740585774058577
hope,132,GPT,DIR,0.7740585774058577
hope,132,GPT,SAC,0.8598326359832636
hope,132,GPT,ASAC,0.897489539748954
hope,132,GPT,QCL,0.897489539748954
hope,27,GPT,VAC,0.0
hope,27,GPT,NAC,0.04536222071767095
hope,27,GPT,DIR,0.13270142180094788
hope,27,GPT,TEN,0.3012863913337847
hope,27,GPT,DIR,0.3344617467840217
hope,27,GPT,DIR,0.36357481381178064
hope,27,GPT,RECT,0.3953960731211916
hope,27,GPT,RECT,0.43195666892349355
hope,27,GPT,RECT,0.4962762356127285
hope,27,GPT,RECT,0.5308056872037915
hope,27,GPT,SAC,0.6140825998645904
hope,27,GPT,DIR,0.6513202437373053
hope,27,GPT,RECT,0.6966824644549763
hope,27,GPT,RECT,0.8056872037914692
hope,27,GPT,DIR,0.8571428571428571
hope,27,GPT,ASAC,0.950575490859851
hope,58,Claude,SAC,0.024390243902439025
hope,58,Claude,VAC,0.024390243902439025
hope,58,Claude,DIR,0.2727272727272727
hope,58,Claude,TSH,0.2727272727272727
hope,58,Claude,QOP,0.6807095343680709
hope,58,Claude,QOP,0.8203991130820399
carebench,231,Human,LMT,0.0
carebench,231,Human,VAC,0.0
carebench,231,Human,TEN,0.3707165109034268
carebench,231,Human,QOP,0.6510903426791277
carebench,231,Human,QCL,0.7476635514018691
carebench,138,Gemini,SAC,0.0
carebench,138,Gemini,LMT,0.10315186246418338
carebench,138,Gemini,SAC,0.16045845272206305
carebench,138,Gemini,TEN,0.3151862464183381
carebench,138,Gemini,SAC,0.5530085959885387
carebench,138,Gemini,LMT,0.5830945558739254
carebench,138,Gemini,DIR,0.7063037249283668
carebench,138,Gemini,SAC,0.835243553008596
carebench,138,Gemini,QOP,0.8595988538681948
carebench,138,Gemini,SAC,0.9856733524355301
carebench,106,Llama,VAC,0.0
carebench,106,Llama,RECT,0.21574344023323616
carebench,106,Llama,NAC,0.7084548104956269
hope,321,Qwen,TEN,0.0
hope,321,Qwen,VAC,0.0
hope,321,Qwen,LMT,0.1988543371522095
hope,321,Qwen,TEN,0.23076923076923078
hope,321,Qwen,NAC,0.44680851063829785
hope,321,Qwen,LMT,0.4607201309328969
hope,321,Qwen,QCL,0.6391162029459901
hope,321,Qwen,RECT,0.7201309328968903
hope,321,Qwen,DIR,0.7201309328968903
hope,321,Qwen,QCL,0.8944353518821604
carebench,157,Claude,SEN,0.07961783439490445
carebench,157,Claude,SEN,0.3877388535031847
carebench,157,Claude,SEN,0.46894904458598724
carebench,157,Claude,SEN,0.6281847133757962
carebench,157,Claude,DIR,0.30095541401273884
carebench,157,Claude,DIR,0.3877388535031847
carebench,157,Claude,DIR,0.46894904458598724
carebench,157,Claude,DIR,0.7356687898089171
carebench,157,Claude,DIR,0.9530254777070064
carebench,157,Claude,QCL,0.3877388535031847
carebench,157,Claude,QCL,0.9848726114649682
carebench,157,Claude,AUR,0.19028662420382167
carebench,157,Claude,TEN,0.2269108280254777
carebench,157,Claude,FIX,0.30095541401273884
carebench,157,Claude,FIX,0.46894904458598724
carebench,157,Claude,TSH,0.07961783439490445
carebench,157,Claude,VAC,0.8535031847133758
carebench,157,Claude,SAC,0.9012738853503185
carebench,157,Claude,ASAC,0.7356687898089171
carebench,157,Claude,MEN,0.0
hope,127,Qwen,VAC,0.0
hope,127,Qwen,AUR,0.03722084367245657
hope,127,Qwen,VAC,0.21898263027295287
hope,127,Qwen,DIR,0.3250620347394541
hope,127,Qwen,RECT,0.49379652605459057
hope,127,Qwen,VAC,0.5862282878411911
hope,127,Qwen,NAC,0.6122828784119106
hope,127,Qwen,AUR,0.7735732009925558
hope,127,Qwen,TEN,0.8182382133995038
hope,127,Qwen,SAC,0.9472704714640199
carebench,209,Llama,VAC,0.0
carebench,209,Llama,SAC,0.0
carebench,209,Llama,LMT,0.10604651162790697
carebench,209,Llama,VAC,0.14046511627906977
carebench,209,Llama,SAC,0.14046511627906977
carebench,209,Llama,DIR,0.1925581395348837
carebench,209,Llama,VAC,0.1925581395348837
carebench,209,Llama,SAC,0.1925581395348837
carebench,209,Llama,DIR,0.3032558139534884
carebench,209,Llama,RECT,0.3032558139534884
carebench,209,Llama,DIR,0.41767441860465115
carebench,209,Llama,TEN,0.4613953488372093
carebench,209,Llama,DIR,0.5283720930232558
carebench,209,Llama,RECT,0.6093023255813953
carebench,209,Llama,TEN,0.6093023255813953
carebench,209,Llama,DIR,0.7665116279069767
carebench,209,Llama,SAC,0.9172093023255814
carebench,209,Llama,ASAC,0.9172093023255814
carebench,333,Claude,SAC,0.0
carebench,333,Claude,VAC,0.025435073627844713
carebench,333,Claude,TSH,0.06827309236947791
carebench,333,Claude,TEN,0.08902275769745649
carebench,333,Claude,LMT,0.14323962516733602
carebench,333,Claude,VAC,0.1285140562248996
carebench,333,Claude,DIR,0.24899598393574296
carebench,333,Claude,SAC,0.27242302543507363
carebench,333,Claude,QOP,0.37014725568942436
carebench,333,Claude,QCL,0.3989290495314592
carebench,333,Claude,QCL,0.4839357429718876
carebench,333,Claude,NAC,0.5542168674698795
carebench,333,Claude,TEN,0.643908969210174
carebench,333,Claude,DIR,0.7182061579651942
carebench,333,Claude,DIR,0.749665327978581
carebench,333,Claude,QCL,0.821285140562249
carebench,333,Claude,RECT,0.9062918340026773
carebench,333,Claude,SAC,0.9732262382864793
counselchat,42,Llama,VAC,0.0
counselchat,42,Llama,NAC,0.06784968684759916
counselchat,42,Llama,AUR,0.1127348643006263
counselchat,42,Llama,TEN,0.12108559498956159
counselchat,42,Llama,AUR,0.15657620041753653
counselchat,42,Llama,TEN,0.2254697286012526
counselchat,42,Llama,AUR,0.24217118997912318
counselchat,42,Llama,TEN,0.2985386221294363
counselchat,42,Llama,DIR,0.32620041753653445
counselchat,42,Llama,RECT,0.36012526096033404
counselchat,42,Llama,DIR,0.3752609603340292
counselchat,42,Llama,VAC,0.38308977035490605
counselchat,42,Llama,RECT,0.42588726513569936
counselchat,42,Llama,QOP,0.471294363256785
counselchat,42,Llama,DIR,0.5276617954070981
counselchat,42,Llama,RECT,0.5688935281837161
counselchat,42,Llama,DIR,0.5772442588726514
counselchat,42,Llama,DIR,0.6268267223382046
counselchat,42,Llama,RECT,0.6811064718162839
counselchat,42,Llama,DIR,0.69258872651357
counselchat,42,Llama,RECT,0.7583507306889353
counselchat,42,Llama,DIR,0.7818371607515657
counselchat,42,Llama,DIR,0.8288100208768268
counselchat,42,Llama,SAC,0.8695198329853863
counselchat,42,Llama,DIR,0.8987473903966597
counselchat,42,Llama,DIR,0.9405010438413361
hope,63,Claude,SAC,0.0
hope,63,Claude,VAC,0.15723270440251572
hope,63,Claude,LMT,0.18238993710691823
hope,63,Claude,LMT,0.22851153039832284
hope,63,Claude,SAC,0.29979035639413
hope,63,Claude,VAC,0.4129979035639413
hope,63,Claude,LMT,0.44234800838574423
hope,63,Claude,LMT,0.5136268343815513
hope,63,Claude,SAC,0.5555555555555556
hope,63,Claude,QOP,0.6540880503144654
hope,63,Claude,QOP,0.8406708595387841
hope,133,GPT,SAC,0.0
hope,133,GPT,AUR,0.0503235082674335
hope,133,GPT,SAC,0.10496046010064701
hope,133,GPT,ASAC,0.14521926671459381
hope,133,GPT,ASAC,0.1811646297627606
hope,133,GPT,ASAC,0.21639108554996406
hope,133,GPT,AUR,0.3623292595255212
hope,133,GPT,DIR,0.4521926671459382
hope,133,GPT,DIR,0.49029475197699496
hope,133,GPT,RECT,0.5549964054636952
hope,133,GPT,ASAC,0.6491732566498921
hope,133,GPT,DIR,0.7038102084831057
hope,133,GPT,TSH,0.8461538461538461
hope,133,GPT,QOP,0.9726815240833933
hope,0,Qwen,TEN,0.0
hope,0,Qwen,NAC,0.0
hope,0,Qwen,NAC,0.062076749435665914
hope,0,Qwen,LMT,0.062076749435665914
hope,0,Qwen,DIR,0.1901805869074492
hope,0,Qwen,RECT,0.1901805869074492
hope,0,Qwen,DIR,0.23306997742663657
hope,0,Qwen,NAC,0.23306997742663657
hope,0,Qwen,LMT,0.48589164785553046
hope,0,Qwen,VAC,0.48589164785553046
hope,0,Qwen,DIR,0.5417607223476298
hope,0,Qwen,VIN,0.5417607223476298
hope,0,Qwen,DIR,0.5626410835214447
hope,0,Qwen,VIN,0.5626410835214447
hope,0,Qwen,DIR,0.6642212189616253
hope,0,Qwen,VIN,0.6642212189616253
hope,0,Qwen,DIR,0.7505643340857788
hope,0,Qwen,NIN,0.7505643340857788
hope,0,Qwen,DIR,0.837471783295711
hope,0,Qwen,VIN,0.837471783295711
hope,0,Qwen,DIR,0.9356659142212189
hope,0,Qwen,RECT,0.9356659142212189
hope,0,Qwen,DIR,0.9548532731376975
hope,0,Qwen,RECT,0.9548532731376975
hope,44,Human,LMT,0.0
hope,44,Human,TEN,0.6906474820143885
hope,44,Human,AUR,0.6906474820143885
carebench,20,Qwen,VAC,0.0
carebench,20,Qwen,NAC,0.056119402985074625
carebench,20,Qwen,AUR,0.1319402985074627
carebench,20,Qwen,VAC,0.20597014925373133
carebench,20,Qwen,DIR,0.3653731343283582
carebench,20,Qwen,RECT,0.44537313432835823
carebench,20,Qwen,DIR,0.48656716417910445
carebench,20,Qwen,SEN,0.5182089552238806
carebench,20,Qwen,DIR,0.5582089552238806
carebench,20,Qwen,DIR,0.6226865671641791
carebench,20,Qwen,VAC,0.6895522388059702
carebench,20,Qwen,RECT,0.7486567164179104
carebench,20,Qwen,DIR,0.7725373134328358
carebench,20,Qwen,DIR,0.8244776119402986
carebench,20,Qwen,RECT,0.8626865671641791
counselchat,20,GPT,SEN,0.0
counselchat,20,GPT,VAC,0.0
counselchat,20,GPT,SAC,0.0
counselchat,20,GPT,NAC,0.08778173190984578
counselchat,20,GPT,VAC,0.08778173190984578
counselchat,20,GPT,DIR,0.17734282325029657
counselchat,20,GPT,FIX,0.17734282325029657
counselchat,20,GPT,DIR,0.2354685646500593
counselchat,20,GPT,FIX,0.2354685646500593
counselchat,20,GPT,RECT,0.3143534994068802
counselchat,20,GPT,DIR,0.3143534994068802
counselchat,20,GPT,RECT,0.3962040332147094
counselchat,20,GPT,DIR,0.3962040332147094
counselchat,20,GPT,RECT,0.4851720047449585
counselchat,20,GPT,DIR,0.4851720047449585
counselchat,20,GPT,RECT,0.5474495848161328
counselchat,20,GPT,DIR,0.5474495848161328
counselchat,20,GPT,DIR,0.6263345195729537
counselchat,20,GPT,FIX,0.6263345195729537
counselchat,20,GPT,RECT,0.6263345195729537
counselchat,20,GPT,DIR,0.727164887307236
counselchat,20,GPT,DIR,0.7574139976275207
counselchat,20,GPT,FIX,0.7574139976275207
counselchat,20,GPT,DIR,0.83214709371293
counselchat,20,GPT,DIR,0.8801897983392646
counselchat,20,GPT,QCL,0.9240806642941874
counselchat,20,GPT,QCL,0.9448398576512456
carebench,56,Claude,DIR,0.0
carebench,56,Claude,DIR,0.042244224422442245
carebench,56,Claude,DIR,0.07788778877887789
carebench,56,Claude,DIR,0.11023102310231023
carebench,56,Claude,DIR,0.20396039603960395
carebench,56,Claude,DIR,0.22178217821782178
carebench,56,Claude,DIR,0.3108910891089109
carebench,56,Claude,DIR,0.4864686468646865
carebench,56,Claude,DIR,0.53003300330033
carebench,56,Claude,NAC,0.5834983498349835
carebench,56,Claude,DIR,0.6184818481848184
carebench,56,Claude,DIR,0.634983498349835
carebench,56,Claude,DIR,0.7227722772277227
carebench,56,Claude,DIR,0.7485148514851485
carebench,56,Claude,RECT,0.9128712871287129
carebench,56,Claude,QCL,0.9801980198019802
hope,41,Claude,VAC,0.0
hope,41,Claude,TEN,0.3988439306358382
hope,41,Claude,TEN,0.476878612716763
hope,41,Claude,VAC,0.476878612716763
hope,41,Claude,QOP,0.7341040462427746
hope,41,Claude,QOP,0.884393063583815
counselchat,14,Claude,VAC,0.037991858887381276
counselchat,14,Claude,VAC,0.06987788331071913
counselchat,14,Claude,NAC,0.1078697421981004
counselchat,14,Claude,NAC,0.15671641791044777
counselchat,14,Claude,TEN,0.22523744911804613
counselchat,14,Claude,TEN,0.30325644504748983
counselchat,14,Claude,TEN,0.36974219810040704
counselchat,14,Claude,TEN,0.3989145183175034
counselchat,14,Claude,NAC,0.46743554952510175
counselchat,14,Claude,NAC,0.5345997286295794
counselchat,14,Claude,QOP,0.6906377204884667
counselchat,14,Claude,QCL,0.7259158751696065
counselchat,14,Claude,QCL,0.7578018995929444
counselchat,14,Claude,SAC,0.8317503392130258
counselchat,14,Claude,TEN,0.8554952510176391
counselchat,14,Claude,SAC,0.9294436906377205
counselchat,14,Claude,QOP,0.9762550881953868
hope,17,Claude,VAC,0.0
hope,17,Claude,NAC,0.1570945945945946
hope,17,Claude,SAC,0.34121621621621623
hope,17,Claude,LMT,0.4341216216216216
hope,17,Claude,SAC,0.47466216216216217
hope,17,Claude,SAC,0.660472972972973
hope,17,Claude,QOP,0.714527027027027
hope,17,Claude,TEN,0.714527027027027
hope,17,Claude,QCL,0.8851351351351351
hope,17,Claude,TEN,0.8851351351351351
pair,38,Qwen,VAC,0.0
pair,38,Qwen,VAC,0.04021289178001183
pair,38,Qwen,DIR,0.13069189828503844
pair,38,Qwen,DIR,0.1608515671200473
pair,38,Qwen,NAC,0.19160260201064458
pair,38,Qwen,NAC,0.29568302779420463
pair,38,Qwen,DIR,0.39384979302188056
pair,38,Qwen,NAC,0.5038438793613247
pair,38,Qwen,DIR,0.6232998225901834
pair,38,Qwen,RECT,0.6564163217031342
pair,38,Qwen,RECT,0.6978119455943229
pair,38,Qwen,RECT,0.7386162034299231
pair,38,Qwen,VAC,0.8651685393258427
pair,38,Qwen,DIR,0.8876404494382022
pair,38,Qwen,RECT,0.9077468953282082
pair,38,Qwen,RECT,0.9201655824955648
hope,30,Human,MEN,0.0
hope,30,Human,QOP,0.15789473684210525
hope,198,Qwen,VAC,0.0
hope,198,Qwen,DIR,0.025089605734767026
hope,198,Qwen,VAC,0.05316606929510155
hope,198,Qwen,DIR,0.07526881720430108
hope,198,Qwen,VAC,0.16427718040621267
hope,198,Qwen,DIR,0.2126642771804062
hope,198,Qwen,DIR,0.2873357228195938
hope,198,Qwen,LMT,0.35842293906810035
hope,198,Qwen,DIR,0.34468339307048984
hope,198,Qwen,DIR,0.4229390681003584
hope,198,Qwen,DIR,0.46833930704898447
hope,198,Qwen,DIR,0.533452807646356
hope,198,Qwen,DIR,0.7102747909199522
hope,198,Qwen,DIR,0.7998805256869773
hope,198,Qwen,DIR,0.8530465949820788
hope,198,Qwen,DIR,0.9444444444444444
hope,143,Qwen,SEN,0.04657534246575343
hope,143,Qwen,VAC,0.04657534246575343
hope,143,Qwen,SAC,0.04657534246575343
hope,143,Qwen,SEN,0.1
hope,143,Qwen,DIR,0.1
hope,143,Qwen,FIX,0.1
hope,143,Qwen,SEN,0.2452054794520548
hope,143,Qwen,DIR,0.2452054794520548
hope,143,Qwen,SEN,0.28493150684931506
hope,143,Qwen,DIR,0.28493150684931506
hope,143,Qwen,SEN,0.3287671232876712
hope,143,Qwen,DIR,0.3287671232876712
hope,143,Qwen,FIX,0.3287671232876712
hope,143,Qwen,SEN,0.4589041095890411
hope,143,Qwen,DIR,0.4589041095890411
hope,143,Qwen,FIX,0.4589041095890411
hope,143,Qwen,SEN,0.4904109589041096
hope,143,Qwen,DIR,0.4904109589041096
hope,143,Qwen,SEN,0.6767123287671233
hope,143,Qwen,DIR,0.6767123287671233
hope,143,Qwen,SEN,0.7821917808219178
hope,143,Qwen,DIR,0.7821917808219178
hope,143,Qwen,SEN,0.7972602739726027
hope,143,Qwen,VAC,0.7972602739726027
hope,143,Qwen,SAC,0.7972602739726027
hope,143,Qwen,SEN,0.8232876712328767
hope,143,Qwen,SAC,0.8232876712328767
hope,143,Qwen,SEN,0.8547945205479452
hope,143,Qwen,DIR,0.8547945205479452
hope,143,Qwen,SEN,0.9123287671232877
hope,143,Qwen,DIR,0.9123287671232877
hope,143,Qwen,RECT,0.9123287671232877
hope,143,Qwen,SEN,0.9684931506849315
hope,143,Qwen,SAC,0.9684931506849315
counselchat,26,Human,TEN,0.0
counselchat,26,Human,AUR,0.0
counselchat,26,Human,VAC,0.0
counselchat,26,Human,TEN,0.2296875
counselchat,26,Human,AUR,0.2296875
counselchat,26,Human,DIR,0.48125
counselchat,26,Human,FIX,0.65
counselchat,26,Human,RECT,0.65
counselchat,26,Human,TEN,0.65
counselchat,26,Human,SAC,0.65
hope,1,Gemini,NAC,0.0
hope,1,Gemini,NAC,0.06809078771695594
hope,1,Gemini,NAC,0.22763684913217624
hope,1,Gemini,NAC,0.2910547396528705
hope,1,Gemini,LMT,0.3945260347129506
hope,1,Gemini,LMT,0.4212283044058745
hope,1,Gemini,QOP,0.4826435246995995
hope,1,Gemini,QCL,0.5106809078771696
hope,1,Gemini,QCL,0.5280373831775701
hope,1,Gemini,QCL,0.6495327102803738
hope,1,Gemini,QCL,0.671562082777036
hope,1,Gemini,TEN,0.7716955941255007
hope,1,Gemini,TEN,0.8598130841121495
hope,1,Gemini,QCL,0.9285714285714286
carebench,271,Gemini,TEN,0.0
carebench,271,Gemini,AUR,0.0
carebench,271,Gemini,VAC,0.0399529964747356
carebench,271,Gemini,SAC,0.0399529964747356
carebench,271,Gemini,NAC,0.06345475910693302
carebench,271,Gemini,DIR,0.06345475910693302
carebench,271,Gemini,AUR,0.13807285546415982
carebench,271,Gemini,AUR,0.16803760282021152
carebench,271,Gemini,AUR,0.1844888366627497
carebench,271,Gemini,AUR,0.25558166862514686
carebench,271,Gemini,DIR,0.3037602820211516
carebench,271,Gemini,FIX,0.3037602820211516
carebench,271,Gemini,DIR,0.3619271445358402
carebench,271,Gemini,FIX,0.3619271445358402
carebench,271,Gemini,AUR,0.3783783783783784
carebench,271,Gemini,DIR,0.43301997649823737
carebench,271,Gemini,AUR,0.5058754406580493
carebench,271,Gemini,DIR,0.5493537015276145
carebench,271,Gemini,DIR,0.6057579318448884
carebench,271,Gemini,RECT,0.6057579318448884
carebench,271,Gemini,DIR,0.6316098707403055
carebench,271,Gemini,RECT,0.6316098707403055
carebench,271,Gemini,LMT,0.7508813160987075
carebench,271,Gemini,AUR,0.77262044653349
carebench,271,Gemini,NAC,0.77262044653349
carebench,271,Gemini,AUR,0.7943595769682726
carebench,271,Gemini,AUR,0.8672150411280846
carebench,271,Gemini,DIR,0.9306698002350177
carebench,271,Gemini,RECT,0.9306698002350177
pair,40,Human,LMT,0.0
pair,40,Human,AUR,0.0
pair,40,Human,VAC,0.0
carebench,142,Human,NAC,0.0
carebench,142,Human,AUR,0.21455223880597016
carebench,142,Human,TEN,0.21455223880597016
